# Outcome of every (configuration, instance family) cell of the option sweep.
# Generated by option_sweep_test; after reviewing a diff, regenerate with
#     GSS_SWEEP_REGENERATE=1 ./build/option_sweep_test
# A silent divergence fails the build whatever this file says; what this file is
# for is making a newly unsupported or newly vacuous cell show up as a reviewable
# diff rather than as nothing at all. See dev_docs/option-compatibility.md.
#
# config is one digit per option column, value 0 being the solver's default:
#   injectivity induced count clique-detection supplementals exact-paths distance3 k4 nds cliques cliques-on-supplementals staged restarts nogoods value-ordering 
# outcome: ok | unsupported (UnsupportedConfiguration thrown) | diverges
# activation: active if any optional filter removed anything in any instance of the cell
config	family	outcome	activation
201100001000000	loopy-directed-elabels	ok	active
201100001000000	loopy-directed-unlabelled	ok	active
201100001000000	loopy-directed-vlabels	ok	vacuous
201100001000000	loopy-directed-vlabels-elabels	ok	vacuous
201100001000000	loopy-undirected-elabels	ok	active
201100001000000	loopy-undirected-unlabelled	ok	active
201100001000000	loopy-undirected-vlabels	ok	active
201100001000000	loopy-undirected-vlabels-elabels	ok	vacuous
201100001000000	pattern-bigger-than-target	ok	active
201100001110000	clique-pattern	ok	active
201100001110000	equal-size	ok	active
201100001110000	loopless-directed-elabels	ok	active
201100001110000	loopless-directed-unlabelled	ok	active
201100001110000	loopless-directed-vlabels	ok	active
201100001110000	loopless-directed-vlabels-elabels	ok	active
201100001110000	loopless-undirected-elabels	ok	active
201100001110000	loopless-undirected-unlabelled	ok	active
201100001110000	loopless-undirected-vlabels	ok	active
201100001110000	loopless-undirected-vlabels-elabels	ok	active
201100001110000	loopy-directed-elabels	ok	active
201100001110000	loopy-directed-unlabelled	ok	active
201100001110000	loopy-directed-vlabels	ok	vacuous
201100001110000	loopy-directed-vlabels-elabels	ok	vacuous
201100001110000	loopy-undirected-elabels	ok	active
201100001110000	loopy-undirected-unlabelled	ok	active
201100001110000	loopy-undirected-vlabels	ok	active
201100001110000	loopy-undirected-vlabels-elabels	ok	vacuous
201100001110000	pattern-bigger-than-target	ok	active
201110000000000	clique-pattern	ok	vacuous
201110000000000	equal-size	ok	vacuous
201110000000000	loopless-directed-elabels	ok	vacuous
201110000000000	loopless-directed-unlabelled	ok	vacuous
201110000000000	loopless-directed-vlabels	ok	vacuous
201110000000000	loopless-directed-vlabels-elabels	ok	vacuous
201110000000000	loopless-undirected-elabels	ok	vacuous
201110000000000	loopless-undirected-unlabelled	ok	vacuous
201110000000000	loopless-undirected-vlabels	ok	vacuous
201110000000000	loopless-undirected-vlabels-elabels	ok	vacuous
201110000000000	loopy-directed-elabels	ok	vacuous
201110000000000	loopy-directed-unlabelled	ok	vacuous
201110000000000	loopy-directed-vlabels	ok	vacuous
201110000000000	loopy-directed-vlabels-elabels	ok	vacuous
201110000000000	loopy-undirected-elabels	ok	vacuous
201110000000000	loopy-undirected-unlabelled	ok	vacuous
201110000000000	loopy-undirected-vlabels	ok	vacuous
201110000000000	loopy-undirected-vlabels-elabels	ok	vacuous
201110000000000	pattern-bigger-than-target	ok	vacuous
201110001100000	clique-pattern	ok	active
201110001100000	equal-size	ok	active
201110001100000	loopless-directed-elabels	ok	active
201110001100000	loopless-directed-unlabelled	ok	active
201110001100000	loopless-directed-vlabels	ok	active
201110001100000	loopless-directed-vlabels-elabels	ok	active
201110001100000	loopless-undirected-elabels	ok	active
201110001100000	loopless-undirected-unlabelled	ok	active
201110001100000	loopless-undirected-vlabels	ok	active
201110001100000	loopless-undirected-vlabels-elabels	ok	active
201110001100000	loopy-directed-elabels	ok	vacuous
201110001100000	loopy-directed-unlabelled	ok	vacuous
201110001100000	loopy-directed-vlabels	ok	vacuous
201110001100000	loopy-directed-vlabels-elabels	ok	vacuous
201110001100000	loopy-undirected-elabels	ok	vacuous
201110001100000	loopy-undirected-unlabelled	ok	vacuous
201110001100000	loopy-undirected-vlabels	ok	vacuous
201110001100000	loopy-undirected-vlabels-elabels	ok	vacuous
201110001100000	pattern-bigger-than-target	ok	active
201110011000000	clique-pattern	ok	vacuous
201110011000000	equal-size	ok	vacuous
201110011000000	loopless-directed-elabels	ok	vacuous
201110011000000	loopless-directed-unlabelled	ok	vacuous
201110011000000	loopless-directed-vlabels	ok	vacuous
201110011000000	loopless-directed-vlabels-elabels	ok	vacuous
201110011000000	loopless-undirected-elabels	ok	vacuous
201110011000000	loopless-undirected-unlabelled	ok	vacuous
201110011000000	loopless-undirected-vlabels	ok	vacuous
201110011000000	loopless-undirected-vlabels-elabels	ok	vacuous
201110011000000	loopy-directed-elabels	ok	vacuous
201110011000000	loopy-directed-unlabelled	ok	vacuous
201110011000000	loopy-directed-vlabels	ok	vacuous
201110011000000	loopy-directed-vlabels-elabels	ok	vacuous
201110011000000	loopy-undirected-elabels	ok	vacuous
201110011000000	loopy-undirected-unlabelled	ok	vacuous
201110011000000	loopy-undirected-vlabels	ok	vacuous
201110011000000	loopy-undirected-vlabels-elabels	ok	vacuous
201110011000000	pattern-bigger-than-target	ok	vacuous
201110101000000	clique-pattern	ok	vacuous
201110101000000	equal-size	ok	vacuous
201110101000000	loopless-directed-elabels	ok	vacuous
201110101000000	loopless-directed-unlabelled	ok	vacuous
201110101000000	loopless-directed-vlabels	ok	vacuous
201110101000000	loopless-directed-vlabels-elabels	ok	vacuous
201110101000000	loopless-undirected-elabels	ok	vacuous
201110101000000	loopless-undirected-unlabelled	ok	vacuous
201110101000000	loopless-undirected-vlabels	ok	vacuous
201110101000000	loopless-undirected-vlabels-elabels	ok	vacuous
201110101000000	loopy-directed-elabels	ok	vacuous
201110101000000	loopy-directed-unlabelled	ok	vacuous
201110101000000	loopy-directed-vlabels	ok	vacuous
201110101000000	loopy-directed-vlabels-elabels	ok	vacuous
201110101000000	loopy-undirected-elabels	ok	vacuous
201110101000000	loopy-undirected-unlabelled	ok	vacuous
201110101000000	loopy-undirected-vlabels	ok	vacuous
201110101000000	loopy-undirected-vlabels-elabels	ok	vacuous
201110101000000	pattern-bigger-than-target	ok	vacuous
211001001100104	clique-pattern	ok	active
211001001100104	equal-size	ok	active
211001001100104	loopless-directed-elabels	ok	active
211001001100104	loopless-directed-unlabelled	ok	active
211001001100104	loopless-directed-vlabels	ok	active
211001001100104	loopless-directed-vlabels-elabels	ok	active
211001001100104	loopless-undirected-elabels	ok	active
211001001100104	loopless-undirected-unlabelled	ok	active
211001001100104	loopless-undirected-vlabels	ok	active
211001001100104	loopless-undirected-vlabels-elabels	ok	active
211001001100104	loopy-directed-elabels	ok	vacuous
211001001100104	loopy-directed-unlabelled	ok	active
211001001100104	loopy-directed-vlabels	ok	vacuous
211001001100104	loopy-directed-vlabels-elabels	ok	vacuous
211001001100104	loopy-undirected-elabels	ok	vacuous
211001001100104	loopy-undirected-unlabelled	ok	active
211001001100104	loopy-undirected-vlabels	ok	active
211001001100104	loopy-undirected-vlabels-elabels	ok	vacuous
211001001100104	pattern-bigger-than-target	ok	active
